id,names,addresses,cities,states,zips,phones,dates,years,licences,websites
375218882,"TIN Collective","4502 S Union Ave","Tacoma","Washington","98409","2534261289","May 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/tin-collective#/details"
166153444,"Michigan Wellness Group","16900 W.Warren","Detroit","Michigan","48228","313436.1912","May 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/michigan-wellness-group#/details"
216353359,"Green Orchard","333A E. First St.","Port Angeles","Washington","98362","3607971969","April 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/green-orchard#/details"
484165572,"Mr. Greens","910 West PACIFIC COAST HWY","Wilmington","Californialifornia","90744","8184060255","April 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/greenmart-the-superstore#/details"
619829063,"Herbal Wellness Center - Phoenix","4126 W Indian School Rd","Phoenix","Arizona","85019","6026353502","May 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/herbal-wellness-center#/details"
778824709,"UNITED MEDICAL ALLIANCE","18446 Hart St. Unit M2","Reseda","Californialifornia","91335","8187467313","May 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/bmc-2#/details"
255536494,"Cannabicare","1466 Woolsey Heights","Colorado Springs","Colorado","80915","7195732262","August 30th, 2013",2013,"medical","http://weedmaps.com/dispensaries/cannabicare#/details"
195655351,"Strange Therapy Solutions","2781 West Ramsey Suite 7","Banning","California","92543","8774208886","July 12th, 2012",2012,"medical","http://weedmaps.com/dispensaries/strange-therapy-solutions#/details"
844520110,"Hemphill Wellness Center","3365 Associates Drive","Burton","Michigan","48529","8108203812","May 13th, 2010",2010,"medical","http://weedmaps.com/dispensaries/hemphill-wellness-center#/details"
751705521,"Ultra Collective","7558 Trade Street","San Diego","Californialifornia","92121","7607081375","January 22nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/ultra-collective-2-2#/details"
771448587,"ShowGrow Santa Ana","1625 E St. Gertrude Place","Santa Ana","Californialifornia","92705","949565GROW","January 27th, 2012",2012,"medical","http://weedmaps.com/dispensaries/showgrow-santa-ana#/details"
168981790,"VHC Pre-ICO","11300 TUXFORD ST","SUN VALLEY","Californialifornia","91352","8183706677","March 11th, 2015",2015,"medical","http://weedmaps.com/dispensaries/vhc-valley-herbal-center-sun-valley-91352#/details"
561665757,"Helping Hand Holistic Center","20245 Van Dyke Ave.","Detroit","Michigan","48234","313.733.6693","December 18th, 2015",2015,"medical","http://weedmaps.com/dispensaries/helpinghandholisticcenter#/details"
639525396,"CannaCure","50 Ecorse Road, Suite B","Ypsilanti","Michigan","48198","7344841990","March 19th, 2011",2011,"medical","http://weedmaps.com/dispensaries/cannacure#/details"
690974592,"V \u0026 G COLLECTIVE","2309 Chester Avenue","Bakersfield","Californialifornia","93301","6613279000","March 19th, 2011",2011,"medical","http://weedmaps.com/dispensaries/v-g-collective#/details"
610257762,"Herbal Legends Cannabis - Medical + Recreational 21+","2118 James Street","Bellingham","Washington","98225","360.778.3904","May 5th, 2012",2012,"recreational","http://weedmaps.com/dispensaries/healthy-living-cooperative#/details"
838866955,"TOP SHELF 30 CAP COLLECTIVE","6024 Tyler St","Riverside","Californialifornia","92503","9095337835","August 2nd, 2010",2010,"medical","http://weedmaps.com/dispensaries/r-c-p-a#/details"
468075133,"Dank City","5233 Tyler ave","Temple city","Californialifornia","91780","6264766482","September 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/temple-greens#/details"
494379557,"SunGrow - Palm Springs","17003 Palm Dr","Desert Hot Springs","Californialifornia","92240","7603295000","April 7th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sungrow#/details"
741738982,"Glendale Greenhouse","8160 W. Union Hills Dr.","Glendale","Arizona","85308","6233851310","June 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/glendale-greenhouse#/details"
380891366,"MJINC","1092 N E. Street","San Bernardino","Californialifornia","92410","9095217499","February 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/mjinc-san-bernardino#/details"
753808995,"LAXCC  PRE-ICO","8332 Lincoln Blvd.","Los Angeles","Californialifornia","90045","13104399189","February 12th, 2015",2015,"medical","http://weedmaps.com/dispensaries/premium-pacific#/details"
790718971,"Green Pharm","7455 Gratiot Ave next to Boost Mobile","Detroit","Michigan","48213","3133320717","March 2nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/green-pharm-clinic#/details"
688640422,"Wilshire Wellness-Anaheim","292 N. Wilshire Ave., UNIT A","Anaheim","California","92801","7145619869","March 2nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/wilshire-wellness#/details"
819187835,"A NEW SPIRIT - Perris","620 Indian Hills Circle (Unit D first floor NEW SPIRIT)","Perris","Californialifornia","92570","9519400904","March 22nd, 2014",2014,"medical","http://weedmaps.com/dispensaries/t-h-c-perris#/details"
669396787,"BEACH Center - South Bay","1115 West 190th St.","Torrance","Californialifornia","90248","3108214420","February 10th, 2016",2016,"medical","http://weedmaps.com/dispensaries/beach-center#/details"
718612704,"Maggies Farm Pueblo East - Adult Use","1400 Santa Fe Dr.","Pueblo","Colorado","81006","7195821925","December 4th, 2012",2012,"recreational","http://weedmaps.com/dispensaries/maggies-farm-pueblo-east#/details"
787696576,"Green Acres","3912 Portola Dr. Ste. 1","Santa Cruz","Californialifornia","95062","8314758420","December 4th, 2012",2012,"medical","http://weedmaps.com/dispensaries/green-acres#/details"
847557484,"GREENWOLF LA Pre ICO","2950 Los Feliz, Unit 100 (Free Parking in rear, entrance on Revere Ave. )","Los Angeles","Californialifornia","90039","3236689390","November 14th, 2014",2014,"medical","http://weedmaps.com/dispensaries/greenwolf-la#/details"
373431267,"SWC Tempe State Licensed Dispensary","2009 East 5th St Suite 11","Tempe","Arizona","85281","4802456751","May 25th, 2014",2014,"medical","http://weedmaps.com/dispensaries/swc-tempe-state-licensed-dispensary#/details"
241181260,"Green Gardens","6102 Etiwanda Ave","Jurupa Valley","California","91752","9093808303","May 25th, 2014",2014,"medical","http://weedmaps.com/dispensaries/green-gardens-2#/details"
118377823,"The WEED - Wellness Earth Energy Dispensary","11557 Ventura Blvd.","Studio City","Californialifornia","91604","8189802266","July 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/concentrate-leader#/details"
431856243,"Pure West","840 N. Black River Dr. Suite #80","Holland","Michigan","49424","6164664204","January 29th, 2016",2016,"medical","http://weedmaps.com/dispensaries/pure-west#/details"
279001824,"S\u0026B Holistic Center","20477 Schaefer Hwy","Detroit","Michigan","48235","3133402253","June 1st, 2012",2012,"medical","http://weedmaps.com/dispensaries/shakeandbake#/details"
298152814,"Next Level Caregivers","31251 Highway 74","Homeland","Californialifornia","92548","9519260261Delivery:9512307367","March 11th, 2011",2011,"medical","http://weedmaps.com/dispensaries/next-level-caregivers-homeland#/details"
341877529,"MR NICE GUY","1126 S. Los Angeles St. Unit B","LOS ANGELES","Californialifornia","90015","2132734543","January 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/mr-nice-guy-collective#/details"
363505810,"Happy Leaf","1301 NE Broadway","Portland","Oregon","97232","9718000420","January 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/happy-leaf#/details"
324595789,"W main WC","905 W Main Street Suite F","El Cajon","Californialifornia","92020","6193069538","May 20th, 2011",2011,"medical","http://weedmaps.com/dispensaries/greenfield-flowers#/details"
469441859,"Limitless Care Collective","1737 Garnet Ave","Pacific Beach","Californialifornia","92109","6193018903","January 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/limitless-care-collective#/details"
937508609,"Venice Beach Care Center","410 Lincoln Blvd","Venice","Californialifornia","90291","3103994307","September 24th, 2014",2014,"medical","http://weedmaps.com/dispensaries/venice-beach-care-center#/details"
254256840,"The High Church - Temecula","47991 Rainbow Canyon Rd.","Temecula","Californialifornia","92592","7604681658","May 19th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-high-church#/details"
906594650,"ECC Ease Compassion Collective","2435 E. Orangethorpe Ave.","Fullerton","Californialifornia","92831","7143097772","January 21st, 2016",2016,"medical","http://weedmaps.com/dispensaries/e-c-c-ease-compassion-collective#/details"
551035639,"Mr. Naturals 35 Cap","521 S. ALVARADO ST (EL POLLO LOCO LOT)","LA","Californialifornia","90057","2132568312","May 11th, 2015",2015,"medical","http://weedmaps.com/dispensaries/mr-naturals#/details"
344940858,"Green Nectar - (Mankind Coop)","7128 Miramar Rd. Suite 10 (UPSTAIRS)","San Diego","Californialifornia","92121","8582222527","January 28th, 2015",2015,"medical","http://weedmaps.com/dispensaries/green-nectar-all-8ths-are-4-0-gs-2#/details"
406217999,"Natural Herbal Pain Relief N.H.P.R","2121 S. 10th Street","San Jose","Californialifornia","95112","408BUDWEED2839333","January 28th, 2015",2015,"medical","http://weedmaps.com/dispensaries/natural-herbal-pain-relief#/details"
538970633,"Desert Bloom Re-Leaf Center","8060 E 22nd St Suite 108","Tucson","Arizona","85710","5208861760","May 9th, 2012",2012,"medical","http://weedmaps.com/dispensaries/desert-bloom-re-leaf-center#/details"
671786787,"Mercy Wellness of Cotati","7950 Redwood Dr. Suite 9","Cotati","Californialifornia","94931","7077951600","June 25th, 2013",2013,"medical","http://weedmaps.com/dispensaries/mercy-wellness#/details"
708351827,"Triple C Cannabis Club","2706 6th Ave","North Tacoma","Washington","98406","2535074725","June 25th, 2013",2013,"medical","http://weedmaps.com/dispensaries/cannabisclubcollective#/details"
438366567,"THC - The Healing Center","1400 Needles Hwy. Unit 100","Needles","Californialifornia","92363","7604472663","July 3rd, 2010",2010,"medical","http://weedmaps.com/dispensaries/thc-the-healing-center-needles-walk-in#/details"
136018016,"Magnolia Wellness","161 Adeline Street (Right behind Nellie's Soulfood Restaurant)","Oakland","Californialifornia","94607","510.333.6460","February 15th, 2011",2011,"medical","http://weedmaps.com/dispensaries/magnolia-wellness-2#/details"
525207879,"Upland's Finest Collective","1816 W Foothill Blvd","Upland","Californialifornia","91786","9097670412","November 26th, 2013",2013,"medical","http://weedmaps.com/dispensaries/upland-s-finest-collective#/details"
122563175,"DC Collective","8053 Deering Ave.","Canoga Park","Californialifornia","91304","8188870980","August 1st, 2013",2013,"medical","http://weedmaps.com/dispensaries/dc-collective#/details"
932159285,"Acme Silver Place","1261 S Hacienda Blvd (right before 60 W Fwy on-ramp)","Hacienda Heights","Californialifornia","91745","6263303121","February 11th, 2016",2016,"medical","http://weedmaps.com/dispensaries/the-clinic-walk-ins-welcome#/details"
175253102,"Organica Patient Group","856 S Hwy 89","Chino Valley","Arizona","86323","9286365566","February 25th, 2013",2013,"medical","http://weedmaps.com/dispensaries/organica-patient-group#/details"
640193561,"Silver State Relief","175 E. Greg St","Sparks","Nevada","89431","7754407777","May 22nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/silver-state-relief#/details"
889593398,"AHHSWEHO (Alternative Herbal Health Services)","7828 Santa Monica Blvd.","West Hollywood","Californialifornia","90046","3236548792","May 22nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/alternative-herbal-health-services#/details"
197335279,"Prime Greens","4205 Market Street","San Diego","Californialifornia","92102","6193800185","January 27th, 2015",2015,"medical","http://weedmaps.com/dispensaries/markert-street#/details"
814668606,"Purple Star MD","2520 Mission street","San Francisco","Californialifornia","94110","4155501515","March 13th, 2014",2014,"medical","http://weedmaps.com/dispensaries/purple-star-md#/details"
951074969,"99 High Tide","22775 Pacific Coast Highway","Malibu","Californialifornia","90265","3104569930","April 5th, 2013",2013,"medical","http://weedmaps.com/dispensaries/99-high-tide-collective#/details"
695605043,"Sunrise Wellness Center","1069 South Santa Fe (between the Boats and RVs)","Vista","Californialifornia","92083","7605094402","April 5th, 2013",2013,"medical","http://weedmaps.com/dispensaries/sunrise-wellness-center-2#/details"
683598472,"Sugar Shack","2530 South Santa Fe","Vista","Californialifornia","92084","7605363391","March 30th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sugar-shack#/details"
284068831,"Blue Stone Group","18925 Grand Avenue","Lake Elsinore","Californialifornia","92530","9516787262","February 3rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/blue-stone-group#/details"
170276002,"Pure Options","6030 South Pennsylvania Ave. #8","Lansing","Michigan","48911","5177211439","September 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/pure-options#/details"
562402367,"Venice Medical Center - VMC-OPEN NOW","8940 National Blvd UNIT B","Los Angeles","Californialifornia","90034","4246034448","June 11th, 2014",2014,"medical","http://weedmaps.com/dispensaries/venice-medical-center#/details"
361204515,"ORGANIX - Adult Use","1795 Airport Rd Unit A2","Breckenridge","Colorado","80424","9704531340","June 11th, 2014",2014,"recreational","http://weedmaps.com/dispensaries/organix-adult-use#/details"
794893139,"The Clinic Colorado - Medical","3888 E Mexico Ave. #110","Denver","Colorado","80210","3037589114","July 16th, 2011",2011,"medical","http://weedmaps.com/dispensaries/the-clinic-colorado-denver#/details"
477397194,"Community First Collective - Corona","13490 Magnolia Ave","Corona","ca","92879","9099635816","January 7th, 2014",2014,"medical","http://weedmaps.com/dispensaries/community-first-collective-corona#/details"
462284322,"Fresh Baked Dispensary Boulder - Adult Use","2539 Pearl Street","Boulder","Colorado","80302","303.440.9393","November 11th, 2009",2009,"recreational","http://weedmaps.com/dispensaries/boulder-fresh-baked-dispensary#/details"
193344064,"The Kind Center, Inc. ","7832 Balboa Blvd.","Van Nuys","Californialifornia","91406","8186164335","February 20th, 2010",2010,"medical","http://weedmaps.com/dispensaries/the-kind-center-inc#/details"
452282162,"The Clinic Highlands - Medical","3460 W. 32nd Ave","Denver","Colorado","80211","3039977130","February 20th, 2010",2010,"medical","http://weedmaps.com/dispensaries/the-clinic-highlands#/details"
499940621,"ONAC of East Bay","2615 Oliver Drive","Hayward","Californialifornia","94545","5103639169","June 3rd, 2011",2011,"medical","http://weedmaps.com/dispensaries/onac-of-east-bay#/details"
488597322,"Long Beach Fire House","1845 E. Pacific Coast Hwy","Long Beach","Californialifornia","90806","5625331397","June 3rd, 2011",2011,"medical","http://weedmaps.com/dispensaries/long-beach-daily-deals#/details"
624737100,"ANIMAS HERBAL RECREATIONAL","1111 CAMINO DEL RIO ste 5","DURANGO","Colorado","81301","9703858622","August 27th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/animas-herbal-wellness-center#/details"
273190222,"Huntington Beach Healing Center","17875 Beach Blvd","Huntington Beach","Californialifornia","92647","7143758918","January 12th, 2016",2016,"medical","http://weedmaps.com/dispensaries/huntington-beach-healing-center#/details"
641183377,"The Holistic Center - Modesto","4819 Yosemite Blvd","Empire","Californialifornia","95319","2095501615","October 28th, 2010",2010,"medical","http://weedmaps.com/dispensaries/the-holistic-center-modesto#/details"
687828586,"1 Stop GG","14136 Brookhurst Street","Garden Grove","Californialifornia","92843","7145897444","October 27th, 2015",2015,"medical","http://weedmaps.com/dispensaries/onestopoc-2-5#/details"
417328408,"Green Remedy","2928 Unit C Hilltop Mall Rd","Richmond","Californialifornia","94806","5107587898","July 18th, 2014",2014,"medical","http://weedmaps.com/dispensaries/green-remedy#/details"
851029311,"Organic Greens Collective","298 Orange Ave Suite B","Goleta","Californialifornia","93117","805.770.0580","July 18th, 2014",2014,"medical","http://weedmaps.com/dispensaries/organic-greens-collective#/details"
490818388,"Pacific Green \u0026 Delivery - Puyallup","6223 112th St E","Puyallup","Washington","98373","2532564223","January 21st, 2012",2012,"medical","http://weedmaps.com/dispensaries/pacific-green-puyallup#/details"
899658414,"Trinidad's HIgher Calling U","1000 Independence Road","Trinidad","Colorado","81082","7198460420","April 14th, 2014",2014,"recreational","http://weedmaps.com/dispensaries/trinidads-higher-calling-u#/details"
564508367,"The Clinic on Wadsworth - Medical","3600 S. Wadsworth Blvd","Lakewood","Colorado","80235","3034848853","April 14th, 2014",2014,"medical","http://weedmaps.com/dispensaries/the-clinic-on-wadsworth#/details"
267041464,"Nu Remedy Health Care","1470 E Walnut","Pasadena","California","91106","6266397422","October 8th, 2014",2014,"medical","http://weedmaps.com/dispensaries/city-wellness-2#/details"
980460212,"Native Roots Downtown","1555 Champa St","Denver","Colorado","80202","3036231900","January 17th, 2011",2011,"medical","http://weedmaps.com/dispensaries/native-roots-apothecary#/details"
629027295,"11th St. Well-Health","7650 W. 11th St.","Tracy","Californialifornia","95304","2092817130","February 18th, 2015",2015,"medical","http://weedmaps.com/dispensaries/11th-st-well-health#/details"
396254097,"Native Roots Frisco","861 North Summit Blvd","Frisco","Colorado","80443","9703686024","March 18th, 2010",2010,"medical","http://weedmaps.com/dispensaries/native-roots-summit-medical-frisco-silverthorne#/details"
765017016,"NevadaPURE\u2122","4380 Boulder Hwy","Las Vegas","Nevada","89121","7024444824","December 7th, 2015",2015,"medical","http://weedmaps.com/dispensaries/nevadapure#/details"
948771033,"Chubby's Med House","5505 Moreno st  Suite 105","Montclair","Californialifornia","91763   2 OZ FOR $250","9099933906","December 7th, 2014",2014,"medical","http://weedmaps.com/dispensaries/chubby-s-med-house#/details"
783448329,"Strawberry Fields - Medical","3404 West Colorado Avenue","Colorado Springs","Colorado","80904","7194712837","November 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/strawberryfields#/details"
392510016,"Organic Alternatives","346 E Mountain Avenue","Fort Collins","Colorado","80524","9704827100","August 24th, 2010",2010,"recreational","http://weedmaps.com/dispensaries/organic-alternatives#/details"
396225674,"Elemental Wellness","985 Timothy Drive","San Jose","Californialifornia","95133","4084333344","August 24th, 2010",2010,"medical","http://weedmaps.com/dispensaries/elementalwellness#/details"
440496244,"Monterey Bay Alternative Medicine","800 Portola Drive","Del Rey Oaks","Californialifornia","93940","8313932500","February 13th, 2010",2010,"medical","http://weedmaps.com/dispensaries/monterey-bay-alternative-medicine#/details"
972630830,"MiNDFUL","1017 N 2nd Street","Berthoud","Colorado","80513","9706446550","May 9th, 2010",2010,"medical","http://weedmaps.com/dispensaries/mindful#/details"
749716032,"SCCC","135 Main Ave","Sacramento","Californialifornia","95838","9162543287","March 2nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/true-compassion-cooperative#/details"
988142394,"Green Mammoth","94 Laurel Mt. Rd. Suite 420","Mammoth Lakes","Californialifornia","93546","7609345400","December 30th, 2009",2009,"medical","http://weedmaps.com/dispensaries/green-mammoth#/details"
165216991,"Nevada Medical Marijuana","1975 S. Casino Dr.","Laughlin","Nevada","89029","7022984810","November 30th, 2011",2011,"medical","http://weedmaps.com/dispensaries/nevada-medical-marijuana-2#/details"
800915066,"The Healing Center of Olympia","316 Capitol Way N","Olympia","Washington","98501","3605150258","March 22nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/the-healing-center-2-2#/details"
481233639,"Rocky Mountain Remedies - Recreational","2730 Downhill Plaza #106","Steamboat Springs","Colorado","80487","9708712768","December 4th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/rocky-mountain-remedies-adult-use#/details"
745133246,"Terrapin Care Station - 33rd Ave. - Adult Use","11900 East 33rd Ave.","Aurora","Colorado","80010","3039548402","April 19th, 2011",2011,"recreational","http://weedmaps.com/dispensaries/terrapin-care-station-aurora-33rd-ave-recreational-adult-use#/details"
736348871,"Sweet Relief - Astoria","1444 Commercial St.","Astoria","Oregon","97103","5034680881","January 8th, 2014",2014,"medical","http://weedmaps.com/dispensaries/sweet-relief-natural-medicine#/details"
998081648,"ShowGrow Ramona","736 Montecito Way","Ramona","Californialifornia","92065","7606879700","October 13th, 2014",2014,"medical","http://weedmaps.com/dispensaries/showgrow-ramona#/details"
126055142,"Tahoe Wellness Cooperative","3445 Lake Tahoe Blvd.","South Lake Tahoe","Californialifornia","96150","5305448000","May 12th, 2014",2014,"medical","http://weedmaps.com/dispensaries/tahoewellnesscooperative#/details"
981367451,"Cookies SF","5234 Mission St.","San Francisco","Californialifornia","94112","4157695001","February 24th, 2016",2016,"medical","http://weedmaps.com/dispensaries/cookies-sf#/details"
490067962,"The Green Stop","130 Maine St","Log Lane Village","Colorado","80705","970867STOP7867","August 2nd, 2013",2013,"recreational","http://weedmaps.com/dispensaries/the-green-stop#/details"
136413250,"AllWell Natural Health","845 S. Otsego Ave.","Gaylord","Michigan","49735","9894482657","August 2nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/allwell-natural-health#/details"
232611200,"Native Roots Vail/Beaver Creek","41290 Hwy 6 Bldg. 5","Avon","Colorado","81620","9704704079","December 3rd, 2014",2014,"medical","http://weedmaps.com/dispensaries/native-roots-vail-2#/details"
121739606,"Stone Age Farmacy","8621 SW Canyon Dr","Portland","Oregon","97225","5032068785","July 8th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-stone-age-pharmacy-pdx#/details"
129339909,"Harvest Collective","54200 NORTH CIRCLE DR.suite C1.","Idyllwild","Californialifornia","92549","9516636487Alsodeliversinidyllwild,Anza,pinecove,ajuanga40$min,5$deliveryfeeifunder100$donation","September 4th, 2014",2014,"medical","http://weedmaps.com/dispensaries/harvest-collective-2-2-2#/details"
642503170,"Puddletown Organics","8201 SE Powell Blvd, Suite F","Portland","Oregon","97266","5035586321","February 20th, 2015",2015,"medical","http://weedmaps.com/dispensaries/puddletown-organics-2-2#/details"
424618954,"Green City Collective - Recreational","13601 Highway 99 Suite B","Everett","Wa","98204","4252458706","October 10th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/green-city-collective-3#/details"
803037663,"Greenthumb Silverdale","2839 NW Kitsap Place #A","Silverdale","Wa","98383","3606980353","October 20th, 2015",2015,"medical","http://weedmaps.com/dispensaries/tacoma-greenthumb-silverdale#/details"
398550220,"LaContes Clone Bar + Dispensary Medical","5194 Washington St","Denver","Colorado","80216","3032922252","January 10th, 2015",2015,"medical","http://weedmaps.com/dispensaries/lacontescbd#/details"
824646535,"Headquarters Cannabis Company Longmont - Recreational","4497 Ute Highway","Longmont","Colorado","80503","3038235143","November 9th, 2011",2011,"recreational","http://weedmaps.com/dispensaries/headquarters-cannabis-company-recreational-longmont#/details"
153010358,"Mountain Medicinals Retail Center - Recreational","2313 Colorado Blvd","Idaho Springs","Colorado","80452","3035670420","November 20th, 2010",2010,"recreational","http://weedmaps.com/dispensaries/mountain-medicinals-wellness-center-recreational#/details"
412232081,"Freedom Market - Recreational","820 Westside Highway","Kelso","Washington","98626","3606360420","December 4th, 2014",2014,"recreational","http://weedmaps.com/dispensaries/freedom-market-recreational#/details"
401451608,"C.Efforts","2831 Fruitridge Rd Suite E","Sacramento","Californialifornia","95820","9164751857","February 3rd, 2014",2014,"medical","http://weedmaps.com/dispensaries/collective-efforts-grand-open#/details"
571507776,"CG Corrigan - Gulton","6614 Gulton Court NE","Albuquerque","New Mexico","87109","5059335599","July 8th, 2014",2014,"medical","http://weedmaps.com/dispensaries/cg-corrigan-gulton-2#/details"
633489678,"Natural Mystic Wellness Center","204 E Main St./ PO Box 1881","Buena Vista","Colorado","81211","719.395.6226","January 22nd, 2014",2014,"medical","http://weedmaps.com/dispensaries/natural-mystic-wellness-center#/details"
351044032,"Native Roots Aspen","308 S. Hunter Street","Aspen","Colorado","81611","9704294443","July 6th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/native-roots-aspen#/details"
110481385,"Native Roots Littleton","7870 W. Quincy Ave","Denver","Colorado","80123","303933HERB4372","March 3rd, 2011",2011,"medical","http://weedmaps.com/dispensaries/native-roots-littleton#/details"
552934598,"The Clinic","678 N Wilson Way 1","Stockton","Californialifornia","95205","2099370193","January 16th, 2015",2015,"medical","http://weedmaps.com/dispensaries/stockton-patient-clinic#/details"
180680937,"Sahara Wellness - Las Vegas","420 E Sahara Avenue","Las Vegas","Nevada","89104","7024785533","August 19th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sahara-wellness#/details"
306792425,"Sunflower Meds Mesa","5205 E University Dr","Mesa","Arizona","85205","4805005054","August 20th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sunflower-meds-mesa#/details"
275628785,"The Clinic on Colfax - Recreational","4625 E. Colfax Ave","Denver","Colorado","80220","3033333644","August 31st, 2015",2015,"recreational","http://weedmaps.com/dispensaries/the-clinic-on-colfax-recreational#/details"
219734472,"Apothekare","5125 Convoy Street Unit #211","San Diego","Californialifornia","92111","8588361303","December 17th, 2015",2015,"medical","http://weedmaps.com/dispensaries/apothekare#/details"
826889132,"The Church of the Everlasting Green","40 Tennessee st","Vallejo","Californialifornia","94590","7079807937","June 18th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-dispensary-2-2#/details"
190656679,"Kure Wellness","800 Lake Mendocino","Ukiah","Californialifornia","95482","7076215390","February 26th, 2016",2016,"medical","http://weedmaps.com/dispensaries/kure-wellness-2#/details"
