id,names,addresses,cities,states,zips,phones,dates,years,licences,websites,numdisp,ndyear,ndstate
645731732,"Green Stop 35 Cap","2314 WHITTIER BLVD.","E. Los Angeles","California","90023","6262408923","May 21st, 2014",2014,"medical","http://weedmaps.com/dispensaries/alternative-solution#/details",1,65,170
764218664,"East LA Caregivers","5910 Whittier Blvd","Los Angeles","California","90022","3234797833","April 8th, 2015",2015,"medical","http://weedmaps.com/dispensaries/east-la-caregivers-2#/details",1,107,170
544160099,"WWC","217 E. Washington blvd","Los Angeles","California","90015","7474007900","September 9th, 2014",2014,"medical","http://weedmaps.com/dispensaries/washington-wellness-center-caregivers-inc#/details",1,65,170
469441859,"Limitless Care Collective","1737 Garnet Ave","Pacific Beach","California","92109","6193018903","January 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/limitless-care-collective#/details",1,107,170
519120862,"Tender Green's Patient Group","655 W 7th St","San Pedro","California","90731","5622069347","November 11th, 2014",2014,"medical","http://weedmaps.com/dispensaries/south-bays-finest#/details",1,65,170
122563175,"DC Collective","8053 Deering Ave.","Canoga Park","California","91304","8188870980","August 1st, 2013",2013,"medical","http://weedmaps.com/dispensaries/dc-collective#/details",1,47,170
967656481,"Central Remedies - South LA","5712 S. Central ave","Los Angeles","California","90011","3232319700","August 14th, 2012",2012,"medical","http://weedmaps.com/dispensaries/central-ramdies#/details",1,16,170
755128046,"Caliva","1695. S. 7th St","San Jose","California","95112","4082972615","September 15th, 2015",2015,"medical","http://weedmaps.com/dispensaries/caliva#/details",1,107,170
136018016,"Magnolia Wellness","161 Adeline Street (Right behind Nellie's Soulfood Restaurant)","Oakland","California","94607","510.333.6460","February 15th, 2011",2011,"medical","http://weedmaps.com/dispensaries/magnolia-wellness-2#/details",1,23,170
826889132,"The Church of the Everlasting Green","40 Tennessee st","Vallejo","California","94590","7079807937","June 18th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-dispensary-2-2#/details",1,107,170
846398960,"Diamond Valley Caregivers","Call for address Baseline st.","San Bernardino","California","92404","9093625835","November 4th, 2013",2013,"medical","http://weedmaps.com/dispensaries/sky-high-alternative-care#/details",1,47,170
819187835,"A NEW SPIRIT - Perris","620 Indian Hills Circle (Unit D first floor NEW SPIRIT)","Perris","California","92570","9519400904","March 22nd, 2014",2014,"medical","http://weedmaps.com/dispensaries/t-h-c-perris#/details",1,65,170
511287587,"Empire Collective SD","8622 Troy Street","Spring Valley","California","91977","6197044475","April 24th, 2015",2015,"medical","http://weedmaps.com/dispensaries/empire-collective-sd#/details",1,107,170
319033265,"Garden of Eden","21227 Foothill Blvd","Hayward","California","94541","5102009555","May 23rd, 2014",2014,"medical","http://weedmaps.com/dispensaries/garden-of-eden-3-14#/details",1,65,170
468416936,"Kushmart","1343 S. Hill St","Los Angeles","California","90015","3234646465","January 16th, 2014",2014,"medical","http://weedmaps.com/dispensaries/kushmart-2#/details",1,65,170
771087688,"Chula Vista Greens","1037 Broadway Suite G","Chula Vista","California","91911","6192133577","March 7th, 2016",2016,"medical","http://weedmaps.com/dispensaries/chula-vista-greens#/details",1,18,170
863133543,"FOOTHILL WELLNESS CENTER - Pre ICO","7132 Foothill Blvd.","Tujunga","California","91042","8183523388","December 19th, 2014",2014,"medical","http://weedmaps.com/dispensaries/foothill-wellness-center-2#/details",1,65,170
577568939,"Californication","104 South Pacific Ave","San Pedro","California","90731","3109352409","October 1st, 2014",2014,"medical","http://weedmaps.com/dispensaries/californication#/details",1,65,170
998081648,"ShowGrow Ramona","736 Montecito Way","Ramona","California","92065","7606879700","October 13th, 2014",2014,"medical","http://weedmaps.com/dispensaries/showgrow-ramona#/details",1,65,170
397440893,"Golden State CBD","616 East Alvarado Street 101A","Fallbrook","California","92028","7604513000","May 26th, 2010",2010,"medical","http://weedmaps.com/dispensaries/golden-state-cbd-2#/details",1,17,170
808729785,"HIGHWAY 99 COLLECTIVE","19456 Colombo Street Suite H","Bakersfield","California","93308","6613919825","August 22nd, 2014",2014,"medical","http://weedmaps.com/dispensaries/hwy-99-collective-grand-reopening#/details",1,65,170
273738255,"Golden Valley Collective","3912 Merrill AVe","Riverside","California","92506","16572305576","September 11th, 2012",2012,"medical","http://weedmaps.com/dispensaries/goldenvalleycollective#/details",1,16,170
267041464,"Nu Remedy Health Care","1470 E Walnut","Pasadena","California","91106","6266397422","October 8th, 2014",2014,"medical","http://weedmaps.com/dispensaries/city-wellness-2#/details",1,65,170
926801223,"Medical Cure Compassion - Pre ICO","7674 San Fernando rd","Burbank","California","91352","8187479447","March 18th, 2014",2014,"medical","http://weedmaps.com/dispensaries/mc3#/details",1,65,170
842138657,"Airfield Supply Company","1190 Coleman Avenue","San Jose","California","95110","4083200230","December 30th, 2013",2013,"medical","http://weedmaps.com/dispensaries/airfield-supply-company#/details",1,47,170
468075133,"Dank City","5233 Tyler ave","Temple city","California","91780","6264766482","September 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/temple-greens#/details",1,23,170
972436773,"Northstar Holistic Collective","1236 C Street","Sacramento","California","95814","9164764344","July 27th, 2014",2014,"medical","http://weedmaps.com/dispensaries/northstar-holistic-collective-2#/details",1,65,170
266335204,"Canoga's Finest","7230 Variel Ave.  Unit #A","Canoga Park","California","91303","8184664854","October 15th, 2015",2015,"medical","http://weedmaps.com/dispensaries/canogas-finest#/details",1,107,170
401451608,"C.Efforts","2831 Fruitridge Rd Suite E","Sacramento","California","95820","9164751857","February 3rd, 2014",2014,"medical","http://weedmaps.com/dispensaries/collective-efforts-grand-open#/details",1,65,170
264186213,"Green Land","40354 167th Street East","Palmdale","California","93591","6614414700","November 12th, 2014",2014,"medical","http://weedmaps.com/dispensaries/green-land#/details",1,65,170
377436327,"Phytologie Wellness","8440 Enterprise Way","Oakland","California","94621","5104549779","October 1st, 2015",2015,"medical","http://weedmaps.com/dispensaries/phytologie-grand-opening#/details",1,107,170
365180638,"Green Empire","1224 S Garey Ave","Pomona","California","91766","9098335095","August 6th, 2013",2013,"medical","http://weedmaps.com/dispensaries/green-empire#/details",1,47,170
488597322,"Long Beach Fire House","1845 E. Pacific Coast Hwy","Long Beach","California","90806","5625331397","June 3rd, 2011",2011,"medical","http://weedmaps.com/dispensaries/long-beach-daily-deals#/details",1,23,170
525207879,"Upland's Finest Collective","1816 W Foothill Blvd","Upland","California","91786","9097670412","November 26th, 2013",2013,"medical","http://weedmaps.com/dispensaries/upland-s-finest-collective#/details",1,47,170
406217999,"Natural Herbal Pain Relief N.H.P.R","2121 S. 10th Street","San Jose","California","95112","408BUDWEED2839333","January 28th, 2015",2015,"medical","http://weedmaps.com/dispensaries/natural-herbal-pain-relief#/details",1,107,170
326368906,"Point Loma Patient Consumer Co-Op - Ocean Beach","3452 Hancock Street","San Diego","California","92110","6195740415","May 9th, 2014",2014,"medical","http://weedmaps.com/dispensaries/green-hope-delivery-mission-valley-2#/details",1,65,170
790225590,"The Cure","560 El Cajon Boulevard","El Cajon","California","92020","6193766686","June 16th, 2011",2011,"medical","http://weedmaps.com/dispensaries/the-cure-2-5#/details",1,23,170
577726659,"Heaven","By Appointment Only","Fresno","California","93704","5592173161","January 20th, 2016",2016,"medical","http://weedmaps.com/dispensaries/heaven#/details",1,18,170
830188478,"Rite Greens SD","DELIVERY ONLY","San Diego","California","91942","6197535012WEAREDELIVERYONLY,NOTASTOREFRONT","October 28th, 2014",2014,"medical","http://weedmaps.com/dispensaries/south-bay-greens-3#/details",1,65,170
562402367,"Venice Medical Center - VMC-OPEN NOW","8940 National Blvd UNIT B","Los Angeles","California","90034","4246034448","June 11th, 2014",2014,"medical","http://weedmaps.com/dispensaries/venice-medical-center#/details",1,65,170
814668606,"Purple Star MD","2520 Mission street","San Francisco","California","94110","4155501515","March 13th, 2014",2014,"medical","http://weedmaps.com/dispensaries/purple-star-md#/details",1,65,170
387121343,"Vallejo Holistic Health Center (VHHC)","1516 Napa St","Vallejo","California","94590","7076525018Storefront","December 6th, 2012",2012,"medical","http://weedmaps.com/dispensaries/vallej-holistic-health-care#/details",1,16,170
473979091,"Shatter Wholesale","CALL/Text FOR ADDRESS","Fontana","California","92335","7143410868","October 17th, 2014",2014,"medical","http://weedmaps.com/dispensaries/shatter-wholesale-blowout-shatter-deals-everyday#/details",1,65,170
687828586,"1 Stop GG","14136 Brookhurst Street","Garden Grove","California","92843","7145897444","October 27th, 2015",2015,"medical","http://weedmaps.com/dispensaries/onestopoc-2-5#/details",1,107,170
976089038,"OSH","14064 Foothill Blvd","Sylmar","California","91342","8184543976","November 4th, 2015",2015,"medical","http://weedmaps.com/dispensaries/one-stop-healers#/details",1,107,170
948771033,"Chubby's Med House","5505 Moreno st  Suite 105","Montclair","California","91763   2 OZ FOR $250","9099933906","December 7th, 2014",2014,"medical","http://weedmaps.com/dispensaries/chubby-s-med-house#/details",1,65,170
380891366,"MJINC","1092 N E. Street","San Bernardino","California","92410","9095217499","February 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/mjinc-san-bernardino#/details",1,107,170
808380000,"Torrey Holistics","10671 Roselle St, Suite #100","San Diego","California","92121","18585581420","April 18th, 2011",2011,"medical","http://weedmaps.com/dispensaries/torrey-holistics#/details",1,23,170
683598472,"Sugar Shack","2530 South Santa Fe","Vista","California","92084","7605363391","March 30th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sugar-shack#/details",1,107,170
688640422,"Wilshire Wellness-Anaheim","292 N. Wilshire Ave., UNIT A","Anaheim","California","92801","7145619869","March 2nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/wilshire-wellness#/details",1,47,170
690974592,"V \u0026 G COLLECTIVE","2309 Chester Avenue","Bakersfield","California","93301","6613279000","March 19th, 2011",2011,"medical","http://weedmaps.com/dispensaries/v-g-collective#/details",1,23,170
273190222,"Huntington Beach Healing Center","17875 Beach Blvd","Huntington Beach","California","92647","7143758918","January 12th, 2016",2016,"medical","http://weedmaps.com/dispensaries/huntington-beach-healing-center#/details",1,18,170
641507049,"THC-OPEN to 3AM","4127 S Centinela Ave","Los Angeles","California","90066","3108719165","December 10th, 2009",2009,"medical","http://weedmaps.com/dispensaries/thc-total-healing-center#/details",1,5,170
484165572,"Mr. Greens","910 West PACIFIC COAST HWY","Wilmington","California","90744","8184060255","April 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/greenmart-the-superstore#/details",1,23,170
694522483,"Gardenas Med Center","841 W Gardena Blvd","Los Angeles","California","90247","3104934828","March 21st, 2013",2013,"medical","http://weedmaps.com/dispensaries/gardena-s-finest#/details",1,47,170
334630744,"GreenRoom on Market","4218 Market St. Suite A","San Diego","California","92102","6193065678","March 28th, 2014",2014,"medical","http://weedmaps.com/dispensaries/the-green-room-4-4#/details",1,65,170
820011554,"LA MART","6001 S Broadway St","Los Angles","California","90003","3239206748","September 9th, 2015",2015,"medical","http://weedmaps.com/dispensaries/la-mart#/details",1,107,170
847557484,"GREENWOLF LA Pre ICO","2950 Los Feliz, Unit 100 (Free Parking in rear, entrance on Revere Ave. )","Los Angeles","California","90039","3236689390","November 14th, 2014",2014,"medical","http://weedmaps.com/dispensaries/greenwolf-la#/details",1,65,170
477397194,"Community First Collective - Corona","13490 Magnolia Ave","Corona","California","92879","9099635816","January 7th, 2014",2014,"medical","http://weedmaps.com/dispensaries/community-first-collective-corona#/details",1,65,170
417328408,"Green Remedy","2928 Unit C Hilltop Mall Rd","Richmond","California","94806","5107587898","July 18th, 2014",2014,"medical","http://weedmaps.com/dispensaries/green-remedy#/details",1,65,170
751705521,"Ultra Collective","7558 Trade Street","San Diego","California","92121","7607081375","January 22nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/ultra-collective-2-2#/details",1,107,170
551035639,"Mr. Naturals 35 Cap","521 S. ALVARADO ST (EL POLLO LOCO LOT)","LA","California","90057","2132568312","May 11th, 2015",2015,"medical","http://weedmaps.com/dispensaries/mr-naturals#/details",1,107,170
210666656,"The City Wellness","1291 E. Walnut St.","Pasadena","California","91106","6262196586","September 11th, 2015",2015,"medical","http://weedmaps.com/dispensaries/city-wellness#/details",1,107,170
651118425,"420 XCHANGE","8851 Garden Grove Blvd.","Garden Grove","California","92844","7144627172","April 10th, 2013",2013,"medical","http://weedmaps.com/dispensaries/420xchange#/details",1,47,170
778824709,"UNITED MEDICAL ALLIANCE","18446 Hart St. Unit M2","Reseda","California","91335","8187467313","May 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/bmc-2#/details",1,47,170
248707897,"BONAFIDE COLLECTIVE - Pre ICO","7570 San Fernando Rd.","Burbank","California","91352","8183949353","March 12th, 2013",2013,"medical","http://weedmaps.com/dispensaries/bonafide-group-collective#/details",1,47,170
159581771,"FAMOUS ROOTS","12708 Foothill Blvd","Sylmar","California","91342","8183366115","April 22nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/famous-roots#/details",1,107,170
218990048,"Organic Roots","7243 University Ave","La Mesa","California","91942","6194812281","August 14th, 2012",2012,"medical","http://weedmaps.com/dispensaries/natures-leaf-collective-2-2#/details",1,16,170
284068831,"Blue Stone Group","18925 Grand Avenue","Lake Elsinore","California","92530","9516787262","February 3rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/blue-stone-group#/details",1,107,170
749716032,"SCCC","135 Main Ave","Sacramento","California","95838","9162543287","March 2nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/true-compassion-cooperative#/details",1,107,170
521875939,"VIP MEDS","9612 Dale ave","Spring Valley","California","91977","6194199698","January 12th, 2013",2013,"medical","http://weedmaps.com/dispensaries/spring-valley-storefront#/details",1,47,170
629027295,"11th St. Well-Health","7650 W. 11th St.","Tracy","California","95304","2092817130","February 18th, 2015",2015,"medical","http://weedmaps.com/dispensaries/11th-st-well-health#/details",1,107,170
937508609,"Venice Beach Care Center","410 Lincoln Blvd","Venice","California","90291","3103994307","September 24th, 2014",2014,"medical","http://weedmaps.com/dispensaries/venice-beach-care-center#/details",1,65,170
912550677,"420 Tailor Shop","1241 Third Ave","Chula Vista","California","91911","6193614656","May 10th, 2015",2015,"medical","http://weedmaps.com/dispensaries/420-tailor-shop#/details",1,107,170
838866955,"TOP SHELF 30 CAP COLLECTIVE","6024 Tyler St","Riverside","California","92503","9095337835","August 2nd, 2010",2010,"medical","http://weedmaps.com/dispensaries/r-c-p-a#/details",1,17,170
220788451,"Kush Kingdom","24643 Alessandro Blvd","Moreno Valley","California","92553","9514130266","March 12th, 2013",2013,"medical","http://weedmaps.com/dispensaries/kush-kingdom-2-6#/details",1,47,170
599270028,"TMC","7550 tampa ave #F","Reseda","California","91335","8186546232","August 24th, 2015",2015,"medical","http://weedmaps.com/dispensaries/tampa-wellness-inc#/details",1,107,170
129339909,"Harvest Collective","54200 NORTH CIRCLE DR.suite C1.","Idyllwild","California","92549","9516636487Alsodeliversinidyllwild,Anza,pinecove,ajuanga40$min,5$deliveryfeeifunder100$donation","September 4th, 2014",2014,"medical","http://weedmaps.com/dispensaries/harvest-collective-2-2-2#/details",1,65,170
779432891,"The House of OG's","4406 40th Street","San Diego","California","92116","6194319255","May 4th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-house-of-og-s#/details",1,107,170
304113689,"NICE SLEEP","750 South Vermont","Los Angeles","California","90005","2135956274","September 16th, 2015",2015,"medical","http://weedmaps.com/dispensaries/nice-sleep#/details",1,107,170
484818414,"The Parents Remedy","1350 Lone Palm Ave","Modesto","California","95351","2097352107","February 18th, 2015",2015,"medical","http://weedmaps.com/dispensaries/cva-central-valley-alternative#/details",1,107,170
836403020,"Euclid Medical Center (EMC)","9757 Garden Grove Blvd #5","Garden Grove","California","92844","7147192713","March 22nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/euclid-medical-center-2#/details",1,107,170
753550805,"Santa Barbara Care Center","5814 Gaviota St.","Goleta","California","93117","8058454291","June 10th, 2012",2012,"medical","http://weedmaps.com/dispensaries/santa-barbara-care-center#/details",1,16,170
346650419,"Alpine Alternative","8112 Alpine Ave","Sacramento","California","95826","9167396337","April 12th, 2009",2009,"medical","http://weedmaps.com/dispensaries/alpine-alternative#/details",1,5,170
319126089,"CALI RELEAF","1930 PACIFIC COAST HIGHWAY","LOMITA","California","90717","3107205926","January 26th, 2016",2016,"medical","http://weedmaps.com/dispensaries/calireleafcaregivers#/details",1,18,170
861037255,"CCC Pre-ICO","13432 Sherman Way","North Hollywood","California","91605","8188211171","December 11th, 2013",2013,"medical","http://weedmaps.com/dispensaries/ccc-3#/details",1,47,170
241181260,"Green Gardens","6102 Etiwanda Ave","Jurupa Valley","California","91752","9093808303","May 25th, 2014",2014,"medical","http://weedmaps.com/dispensaries/green-gardens-2#/details",1,65,170
197335279,"Prime Greens","4205 Market Street","San Diego","California","92102","6193800185","January 27th, 2015",2015,"medical","http://weedmaps.com/dispensaries/markert-street#/details",1,107,170
734950782,"TOKE CENTRAL","9221 South Central Ave","Los Angeles","California","90002","3233135380","October 15th, 2015",2015,"medical","http://weedmaps.com/dispensaries/hope-central#/details",1,107,170
168981790,"VHC Pre-ICO","11300 TUXFORD ST","SUN VALLEY","California","91352","8183706677","March 11th, 2015",2015,"medical","http://weedmaps.com/dispensaries/vhc-valley-herbal-center-sun-valley-91352#/details",1,107,170
906594650,"ECC Ease Compassion Collective","2435 E. Orangethorpe Ave.","Fullerton","California","92831","7143097772","January 21st, 2016",2016,"medical","http://weedmaps.com/dispensaries/e-c-c-ease-compassion-collective#/details",1,18,170
254256840,"The High Church - Temecula","47991 Rainbow Canyon Rd.","Temecula","California","92592","7604681658","May 19th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-high-church#/details",1,107,170
301468640,"WhittierHotBox","13261 Imperial Highway","Whittier","California","90602","5627585777","April 15th, 2015",2015,"medical","http://weedmaps.com/dispensaries/whittierhotbox#/details",1,107,170
484087190,"KindPeoples","3600 Soquel Ave","Santa Cruz","California","95062","8314718562","June 12th, 2015",2015,"medical","http://weedmaps.com/dispensaries/kindpeoples-collective#/details",1,107,170
787696576,"Green Acres","3912 Portola Dr. Ste. 1","Santa Cruz","California","95062","8314758420","December 4th, 2012",2012,"medical","http://weedmaps.com/dispensaries/green-acres#/details",1,16,170
972254155,"420 Manchester","420 E Manchester","Inglewood","California","90301","3105903192","March 11th, 2015",2015,"medical","http://weedmaps.com/dispensaries/420-manchester#/details",1,107,170
992924726,"Wilmington Best Buds","1131 W. Anaheim St","Wilmington","California","90744","5622852819","July 25th, 2013",2013,"medical","http://weedmaps.com/dispensaries/wilmington-best-buds#/details",1,47,170
449367181,"NATURE'S CURE INC (PRE-ICO)","5300 W. Century Blvd. Ste 124","Los Angeles","California","90045","3106450173","January 27th, 2014",2014,"medical","http://weedmaps.com/dispensaries/lax-patient-remedies-full-menu-lab-tested-only-the-best#/details",1,65,170
390956991,"Apothecary","15374 Dickens St.","Sherman Oaks","California","91403","8189050420","September 28th, 2013",2013,"medical","http://weedmaps.com/dispensaries/apothecary-sherman-oaks#/details",1,47,170
951074969,"99 High Tide","22775 Pacific Coast Highway","Malibu","California","90265","3104569930","April 5th, 2013",2013,"medical","http://weedmaps.com/dispensaries/99-high-tide-collective#/details",1,47,170
499940621,"ONAC of East Bay","2615 Oliver Drive","Hayward","California","94545","5103639169","June 3rd, 2011",2011,"medical","http://weedmaps.com/dispensaries/onac-of-east-bay#/details",1,23,170
265787730,"Bikini Ball Collective Bogo Oz's and Qp Specials","1210 S. State College Blvd. Unit D (entrance next to Titanium Hooka Lounge)","Anaheim","California","92806","7145749730","July 11th, 2013",2013,"medical","http://weedmaps.com/dispensaries/bikini-ball-collective-bbc#/details",1,47,170
796613672,"LOVE IN IT COOPERATIVE","10464 LANSING STREET","MENDOCINO","California","95460","7079373123","May 21st, 2014",2014,"medical","http://weedmaps.com/dispensaries/love-in-it-cooperative#/details",1,65,170
161749894,"GreenLeaf Collective","1560 South Long Beach Blvd","Compton","California","90221","3107103099","May 4th, 2015",2015,"medical","http://weedmaps.com/dispensaries/greenleaf-collective-2#/details",1,107,170
341877529,"MR NICE GUY","1126 S. Los Angeles St. Unit B","LOS ANGELES","California","90015","2132734543","January 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/mr-nice-guy-collective#/details",1,23,170
596536359,"SYLMAR WELLNESS CENTER","12777 San Fernando Rd. Unit 10","Sylmar","California","91342","2133592641","August 15th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sylmar-wellness-grand-opening#/details",1,107,170
906165743,"TLC","9346 GALENA ST","Riverside","California","92509","9513605654","October 9th, 2015",2015,"medical","http://weedmaps.com/dispensaries/tlc-riverside#/details",1,107,170
219734472,"Apothekare","5125 Convoy Street Unit #211","San Diego","California","92111","8588361303","December 17th, 2015",2015,"medical","http://weedmaps.com/dispensaries/apothekare#/details",1,107,170
126055142,"Tahoe Wellness Cooperative","3445 Lake Tahoe Blvd.","South Lake Tahoe","California","96150","5305448000","May 12th, 2014",2014,"medical","http://weedmaps.com/dispensaries/tahoewellnesscooperative#/details",1,65,170
315448099,"Florence Canna Clinic FCC","357 East Florence Ave","Los Angeles","California","90003","3235319257","July 27th, 2015",2015,"medical","http://weedmaps.com/dispensaries/skyline#/details",1,107,170
344940858,"Green Nectar - (Mankind Coop)","7128 Miramar Rd. Suite 10 (UPSTAIRS)","San Diego","California","92121","8582222527","January 28th, 2015",2015,"medical","http://weedmaps.com/dispensaries/green-nectar-all-8ths-are-4-0-gs-2#/details",1,107,170
195655351,"Strange Therapy Solutions","2781 West Ramsey Suite 7","Banning","California","92543","8774208886","July 12th, 2012",2012,"medical","http://weedmaps.com/dispensaries/strange-therapy-solutions#/details",1,16,170
695605043,"Sunrise Wellness Center","1069 South Santa Fe (between the Boats and RVs)","Vista","California","92083","7605094402","April 5th, 2013",2013,"medical","http://weedmaps.com/dispensaries/sunrise-wellness-center-2#/details",1,47,170
766977412,"White House- Corona","19470 Envoy Ave","Corona","California","92881","7147070035","May 12th, 2015",2015,"medical","http://weedmaps.com/dispensaries/white-castle-2#/details",1,107,170
427906406,"HTC HIGH TIDE CHURCH GRAND OPENING!!!","19142 Beach Blvd Unit F","Huntington Beach","California","92648","7147426979","July 16th, 2015",2015,"medical","http://weedmaps.com/dispensaries/htc-high-tide-church-grand-opening#/details",1,107,170
988142394,"Green Mammoth","94 Laurel Mt. Rd. Suite 420","Mammoth Lakes","California","93546","7609345400","December 30th, 2009",2009,"medical","http://weedmaps.com/dispensaries/green-mammoth#/details",1,5,170
190656679,"Kure Wellness","800 Lake Mendocino","Ukiah","California","95482","7076215390","February 26th, 2016",2016,"medical","http://weedmaps.com/dispensaries/kure-wellness-2#/details",1,18,170
275882086,"Bellflower Cannabis Garden","8846 Alondra Blvd","Bellflower","California","90706","5623031305","November 2nd, 2010",2010,"medical","http://weedmaps.com/dispensaries/bellflower-cannabis-garden#/details",1,17,170
764406533,"Organic Greens","4274 El Cajon Blvd #D","San Diego","California","92105","6194842470","July 27th, 2015",2015,"medical","http://weedmaps.com/dispensaries/5-diamond-meds#/details",1,107,170
332411710,"1944 Ocean Cooperative - San Francisco","1944 Ocean Avenue","San Francisco","California","94127","4152394766","June 20th, 2011",2011,"medical","http://weedmaps.com/dispensaries/1944-ocean-collective#/details",1,23,170
703379758,"CVCC","84-891 Avenue 48","Coachella","California","92236","7603983400","June 12th, 2015",2015,"medical","http://weedmaps.com/dispensaries/organic-treatment-center-o-t-c#/details",1,107,170
583997068,"Bud-Eze #3","Call For Verification, Accepting New Patients","Victorville","California","92392","7606512839","September 9th, 2014",2014,"medical","http://weedmaps.com/dispensaries/bud-eze-2-5-2#/details",1,65,170
670081652,"7 Stars Holistic Healing Center","3288 Pierce St Suite M108","Richmond","California","94804","5105277827","August 19th, 2014",2014,"medical","http://weedmaps.com/dispensaries/7-stars-hhc#/details",1,65,170
